Date,Time,Number,Message
5/7/2024,20:34:51,+918425937889,Meghan gada electronics 🤡
5/18/2024,20:05:42,+918425937838,Bro💀
4/19/2024,18:28:58,+918425937871,Feedback Form ka link bhejo
1/9/2024,01:03:35,+918425937863,abhi post Kiya
12/30/2024,17:02:36,+918425937815,magan gada gaya ab
8/29/2024,13:45:28,+918425937852,Nahi aaya
8/23/2024,06:17:55,+918425937843,Fake name hai Bhai
8/7/2024,18:43:59,+918425937831,Waise meeting sach me ruk gai iske wajah se 💀
6/18/2024,15:11:07,+918425937865,ae link bhejo
8/16/2024,05:10:38,+918425937886,Coincidentally
9/9/2024,09:17:52,+918425937817,Rama karke Mam ka Net gaya
4/22/2024,06:37:01,+918425937827,ya uska internet hack kar diya
2/24/2024,10:47:54,+918425937840,hacker Bhai hacker
2/7/2024,08:32:35,+918425937811,Gada hi hoga pakka
10/9/2024,03:56:48,+918425937861,Nahi Aya
5/10/2024,10:43:21,+918425937846,Nahi aaya Bhai
5/19/2024,21:08:43,+918425937824,woh bhendi 3 baar unmute karke bola bc
11/19/2024,16:49:14,+918425937851,Ab chup reh
6/29/2024,01:25:58,+918425937868,thanks but nt my type
10/10/2024,03:07:46,+918425937824,lol sab dekhne chale gaye kya <This message was edited>
10/16/2024,18:48:28,+918425937894,chaman klpd nhi hai hata yeh
9/27/2024,01:07:43,+918425937842,group dekh ke message dala kar bhai
6/17/2024,05:18:02,+918425937894,Links bhejo chat box nhi dikh rha
1/24/2024,23:39:43,+918425937818,send karo Links
7/1/2024,13:53:02,+918425937841,Haa nn..chat box nhi dikh rha
11/13/2024,19:57:20,+918425937829,You Need permission A rah
6/3/2024,12:34:44,+918425937843,Bhai Ek bhi Nahi khul Rahi
2/27/2024,10:37:40,+918425937862,Bhai Teri pfp 💀
8/18/2024,15:43:56,+918425937828,Teams pe
9/4/2024,20:15:10,+918425937823,attendance ke liye shakal dikhane bola tha kya
3/10/2024,02:38:25,+918425937846,Iss wale se Mera Ho gaua
2/1/2024,15:48:29,+918425937886,somaiya Account se login karo Google pr
6/14/2024,17:29:45,+918425937883,Bhai kiye hai Nahi Ho rah
5/20/2024,22:11:03,+918425937864,useless hai Tu
4/4/2024,16:58:17,+918425937850,it is what it is bolke aage badh
10/15/2024,06:30:29,+918425937899,acc details de de Mai Try karta
12/12/2024,10:27:42,+918425937812,bank acc*
5/10/2024,02:48:11,+918425937856,Tu bhi Kuch Kaam ki Nhi hai
12/1/2024,07:42:29,+918425937856,Sbko krna h kya
2/13/2024,10:50:08,+918425937863,aur Tu bhi
9/16/2024,22:50:50,+918425937891,attendance ke liye
11/8/2024,19:10:08,+918425937869,kiski side hai tu?
10/2/2024,19:13:16,+918425937876,teri nahi
12/23/2024,09:30:16,+918425937895,kisi ki nahi bass sabki maze lene hai 😂
7/6/2024,00:55:46,+918425937898,Ladki Dekhke aukat dikha di
9/10/2024,18:24:39,+918425937855,@919168669470 tera reel
6/16/2024,09:12:59,+918425937861,Content Mil gaya
9/28/2024,22:19:05,+918425937865,Lesss goooo
11/1/2024,17:28:08,+918425937871,meeting Leave karna hai Kya
4/13/2024,02:59:05,+918425937851,mein Exactly yahi recreate kr Na
5/15/2024,13:44:40,+918425937875,Nhi Tu karle Event Ab
6/25/2024,08:06:30,+918425937873,Konse link pe jau
11/19/2024,19:12:05,+918425937896,Mera toh 85 hai
10/30/2024,01:51:52,+918425937885,Ye
8/17/2024,14:11:31,+918425937840,Leave karde
11/2/2024,21:16:19,+918425937834,COEP
4/5/2024,07:42:39,+918425937821,Ye sab links kaam kar rahi hai
3/13/2024,10:38:58,+918425937859,Kisis ka pass bee ki assignment ka photos ha
7/23/2024,05:45:36,+918425937847,Sab divsions ko alag alag diya hai bahi
1/23/2024,18:09:52,+918425937823,Hn agr C ma kisi ka pass ha to send kr do
5/3/2024,18:18:44,+918425937827,Photo liya na tu
5/23/2024,17:33:41,+918425937813,Zrr clear nhi ha thda
3/20/2024,04:06:54,+918425937823,Koi friction ka writeup bhej do
7/9/2024,06:28:45,+918425937816,Jib crane vale exp ka reading bhejo na
2/4/2024,15:37:29,+918425937831,Jib crane ka solved expt bhejo
7/17/2024,04:03:03,+918425937835,🚨 *ANNOUNCEMENT* 🚨
5/10/2024,11:49:04,+918425937834,Kiske pass tutorial 5 ke solutions hai kyaa!
6/20/2024,08:21:10,+918425937887,kumbhojkar me dekh sub milega
8/4/2024,06:18:50,+918425937883,Matrices ka hai?
6/23/2024,22:12:58,+918425937859,Aur partial differentiation ka?
6/11/2024,02:49:59,+918425937830,Ye application of partial differentiation hai
10/18/2024,03:18:40,+918425937867,Muze normal partial differentiation Chachiye
7/15/2024,15:02:55,+918425937880,ye tutorial 5 hai re
3/22/2024,02:29:32,+918425937887,naam nahi pata
11/13/2024,11:50:01,+918425937822,partial jaisa hai kuch
1/5/2024,14:16:55,+918425937889,Ha ye application hai
4/13/2024,23:00:36,+918425937853,Kal chutti hai kya?
8/16/2024,18:02:49,+918425937856,Vidyavihar walo ko hai kyu ki
1/2/2024,03:12:27,+918425937868,Hoga most offf
6/10/2024,14:46:13,+918425937894,Unke papers bhi cancel kar Diya hai
9/28/2024,17:21:20,+918425937869,Cr ko bol puchne ko
4/10/2024,07:04:24,+918425937877,Sabko hai vaise
8/1/2024,22:35:43,+918425937861,Koi cr puch lo
4/18/2024,23:54:35,+918425937881,"Hum log ko bhi honi chahiye bhai, travelling me L lag jayenge"
8/3/2024,16:50:21,+918425937871,@919892807086 @917039136149 pucho koi ekto
8/15/2024,06:39:18,+918425937813,Bhai kal holiday hai kya ??
11/13/2024,09:28:15,+918425937841,Reason?
10/15/2024,02:28:07,+918425937871,Mene suna kal sabhko government holiday hai
1/30/2024,19:20:29,+918425937839,Ambedkar jayanti
11/21/2024,06:07:23,+918425937875,Bhaii usko jayanti nhi bolte
4/25/2024,12:42:31,+918425937821,Brooooo
10/16/2024,15:00:32,+918425937898,Koi to kisi professor se puchke confirm karo
4/10/2024,21:22:53,+918425937865,Koi toh official group par puchlo bhai
8/6/2024,23:49:05,+918425937843,kp ko puch
2/2/2024,02:15:19,+918425937887,Haa bhai wahi
12/9/2024,05:15:41,+918425937872,bhai voh Marta hai meri pahile se 💀
4/29/2024,11:42:54,+918425937876,"Kisi ke pass , maths ke tutorial 1 and 2 ke ans. Hai???"
1/25/2024,20:54:31,+918425937873,"2,3,4 ke ho to bhej do"
2/20/2024,08:57:20,+918425937867,Ha jaldi
8/9/2024,03:23:57,+918425937826,Nahi hai kal koi chhutti <This message was edited>
9/6/2024,04:57:09,+918425937891,Yes bhai😞😞
5/28/2024,13:25:01,+918425937831,Agar koi update aata hai toh batata hu
5/27/2024,23:16:07,+918425937888,Lekin as of now Harsha ma'am boli hai nahi hai holiday
12/24/2024,05:15:25,+918425937882,Areee bhai wo article bhej usse aur puch
2/26/2024,12:39:51,+918425937867,Phir bata kya bolti hai
10/19/2024,12:50:03,+918425937818,Parinirvan
6/6/2024,06:01:38,+918425937842,bro dusre autonomous colleges ko bhi holiday hai kya
8/11/2024,14:39:48,+918425937885,Government holiday declare hua hai shayad
8/11/2024,20:45:26,+918425937848,ig woh notice mei sirf government / semi-government institutions ko mention kiya hai for holiday
11/14/2024,00:42:43,+918425937831,Bhaii phir humne kya gunha kiya hai😂
10/30/2024,06:34:57,+918425937884,ab management ki marzi
6/5/2024,20:55:05,+918425937856,Koi Harsha Mishra ma'am ko call karke pucho na
3/17/2024,00:57:46,+918425937829,tu hi karle lol 😹 <This message was edited>
6/15/2024,07:20:59,+918425937842,Vraj ko bbol
7/18/2024,17:36:26,+918425937859,Bhai Mera naam kyu liya
3/2/2024,18:03:53,+918425937882,Maine kuch nhi kiya
10/14/2024,19:04:04,+918425937828,Aree class main fatake phodne ki khabar aayi thi iss liye suspect
3/28/2024,23:11:27,+918425937817,hogaya lol
6/19/2024,21:29:58,+918425937892,"In view of the declaration of holiday by the Government of Maharashtra tomorrow (06/12/2023) on account of Dr. Babasaheb Ambedkar Ji's 'Mahaparinirvan Din', the Institute will remain closed. The Institute will reopen as usual on Thursday 07 December 2023. All the exams scheduled for tomorrow stand postponed and the same will be held on Thursday 14 December 2023."
9/2/2024,00:58:36,+918425937854,Mehnat rang lai
10/29/2024,13:05:27,+918425937854,Lesgooooo
4/13/2024,03:47:28,+918425937815,😭😭😭😭
9/24/2024,12:46:13,+918425937893,🥳
12/3/2024,11:23:17,+918425937833,Chutti kal🥳🥳🥳🥳
6/13/2024,08:54:03,+918425937891,"Chup chutiye, mil rahi hai na chutti le na"
2/29/2024,03:12:08,+918425937894,Abey bsdk
11/11/2024,13:58:24,+918425937850,Message ka time toh padh le bbolne ke pehle
6/11/2024,10:52:40,+918425937854,Timing dekh ke msg kar
3/12/2024,02:49:54,+918425937896,Nashe me tha
3/16/2024,14:21:57,+918425937847,Woh toh tu har din rehta hai
8/19/2024,15:39:47,+918425937820,Tutorial 5. Applications of Partial Differentiation &amp; Successive Differentiation
11/9/2024,19:25:03,+918425937823,iska tutorial soln bhejna
9/24/2024,14:39:19,+918425937851,last ke 2 nahi hai
8/28/2024,16:36:02,+918425937854,Uske alawa aur Koi Nahi hao
6/29/2024,11:32:53,+918425937840,Bhaii ssrly💀
3/30/2024,09:28:32,+918425937857,Aree padhai karne bol raha hai indirectly
6/29/2024,03:49:16,+918425937828,Kiske pass workshop ki pdf hai?
5/29/2024,05:30:26,+918425937846,Tutorial 2 bhejo koi to answers
2/15/2024,04:26:31,+918425937880,Metal and carpentry both
10/8/2024,14:46:38,+918425937837,"2,3,4 ke answers hai kya kisipe"
3/21/2024,23:11:14,+918425937818,Noi
10/11/2024,01:36:47,+918425937820,Mail me check kar hogi
11/10/2024,10:46:58,+918425937820,IT C ka koi hai jiske pas tutorial 2 3 4 ke ans hai
3/18/2024,07:41:38,+918425937834,Bhi yaa kiska haa??
7/8/2024,13:30:40,+918425937869,Electrical kuch toh
2/4/2024,00:48:43,+918425937867,3 hai na total
9/2/2024,19:25:53,+918425937844,Workshop mw
12/8/2024,15:50:46,+918425937822,Electrochemical ka hoga
7/20/2024,02:46:55,+918425937842,Yeh kab Diya?
4/21/2024,22:09:18,+918425937848,Ara sat 1 ka haa Sab ko likhna haa yaa
7/21/2024,20:08:07,+918425937888,Bc 🤦
12/24/2024,14:52:39,+918425937890,Matrices ke tute ke answer hai kisipe ?
6/26/2024,07:01:21,+918425937883,Why this is so funny😂
4/20/2024,10:47:07,+918425937881,आळस. Always funny
9/15/2024,08:28:19,+918425937852,Are bhai hoge to bhej de
9/28/2024,22:28:18,+918425937863,22
4/24/2024,09:30:07,+918425937837,Kya 22
8/24/2024,21:48:20,+918425937834,Tune he likha
5/10/2024,17:16:10,+918425937891,Yeh page mera hai baki bata nahi kiska hai
3/11/2024,00:32:51,+918425937896,Okay chal thanks bro
10/7/2024,15:21:00,+918425937833,Thank you kishan😄
9/12/2024,12:36:19,+918425937833,Kisika Wireframed ka invite approve hua hai kya ?
1/12/2024,23:25:48,+918425937827,Ya exp cha results and conclusion send kra
10/8/2024,08:11:49,+918425937868,Devfest ?
4/28/2024,18:22:07,+918425937872,Ya FOF ka ?
1/8/2024,02:40:07,+918425937855,Physics ka charging discharging And energy gap of Semiconductor hai ka observation hai Kya Kisi ke paas?
11/18/2024,17:45:29,+918425937814,Bhi complex numbers ka Bhi bhaj do answer
10/8/2024,09:16:47,+918425937820,#ERROR!
7/18/2024,16:23:34,+918425937859,"Ye 9th Dec wala hai, 10th dec wale ki baat krra hu (Wireframed)"
5/5/2024,17:07:52,+918425937823,Ye kya chalu hai bhai?
1/19/2024,19:50:05,+918425937835,Question ka page mera hai
1/13/2024,01:43:22,+918425937869,Event hai re
1/16/2024,10:51:26,+918425937811,Tech fest hai kya?
6/8/2024,09:19:57,+918425937862,"Bee experiment 6, 7 pan readings calculations send Kara please <This message was edited>"
4/28/2024,02:08:46,+918425937892,"Kisi ka pass maths ka tutorial no 4,5 ha kya"
8/9/2024,20:25:46,+918425937860,I have 5
11/30/2024,17:16:40,+918425937888,Vaishali ma'am?
10/24/2024,02:22:19,+918425937898,Send kr do
3/25/2024,05:36:49,+918425937866,kisi ke paas vrushali ma'am ka number hai toh pls send
10/27/2024,08:19:21,+918425937836,U mean Vaishali?
8/28/2024,16:09:56,+918425937864,Nahi vrushali deole SAT vali
7/6/2024,00:09:01,+918425937861,Sem 1 Question papers KJSIT ( Autonomous only)
2/21/2024,06:20:57,+918425937858,Bhala ho tera😂
10/25/2024,14:25:00,+918425937858,Aise hi exam ke din pe question paper leak kardena😂
4/6/2024,16:26:30,+918425937880,ha tuze bohot zaroorat hai na
10/16/2024,02:37:59,+918425937872,Abee😭😂
11/18/2024,18:53:28,+918425937848,Jaisi ki tu dekhega nahi😂
6/9/2024,07:55:36,+918425937879,Leak hua toh
3/17/2024,01:43:43,+918425937820,nahi woh toh tu muze zabardasti dikhayega na <This message was edited>
4/22/2024,06:03:35,+918425937810,😇
5/5/2024,14:20:55,+918425937825,Aisa kaunsa karza liya hai usne terese😂
12/28/2024,17:17:26,+918425937859,Ye kya
3/10/2024,19:56:46,+918425937865,Itne jaldi leak kardiya?
5/28/2024,00:33:45,+918425937873,Aree ee june question paper rehnge
2/15/2024,20:49:30,+918425937848,Bgmi aara koi?
12/19/2024,08:35:59,+918425937888,Bhai tu relationship me mat jaana kabhi
10/1/2024,18:26:55,+918425937842,COD
12/1/2024,23:09:32,+918425937899,Lol 😂
1/9/2024,18:09:26,+918425937829,Agar galti se mil bhi gayi toh*
1/26/2024,21:17:49,+918425937880,🚮
7/24/2024,04:29:23,+918425937836,Itna ganda dominate kiya tha usme
10/10/2024,19:18:44,+918425937826,L Hai kya
4/20/2024,11:26:42,+918425937864,Mann uth Gaya khelne ka
7/11/2024,20:07:28,+918425937872,Khudke dialogue toh bana
12/9/2024,04:06:29,+918425937890,Mere kaiko chura raha
11/1/2024,03:15:32,+918425937827,Item ko sambhal kahi woh bhi na chura lu💀
1/25/2024,16:01:26,+918425937860,Humpe toh hai he na
3/23/2024,21:09:37,+918425937815,Bahut bada dialouge writer hai na tu
3/3/2024,13:35:14,+918425937877,Kisko churayega bhai tu
10/11/2024,02:02:07,+918425937885,Sad life hai apni dono ki 😔
3/14/2024,10:27:43,+918425937845,Teen
10/18/2024,10:24:52,+918425937824,Ye sab kahase tapak gaye
12/6/2024,22:25:59,+918425937828,Meko ek baat samajh nhi aati
1/30/2024,00:37:51,+918425937885,400+ ka grp hai
5/29/2024,13:50:32,+918425937869,Gin ke 10 bande bhi nhi baat karte
10/16/2024,03:48:20,+918425937836,Wohi na yaar😂
9/5/2024,03:23:13,+918425937811,Matbal ya toh hum bure hai
5/11/2024,07:56:20,+918425937881,Ya log kaafi busy hai
8/14/2024,07:01:17,+918425937858,Bhaii😭
8/11/2024,09:28:23,+918425937898,Ye hi ho sakta
2/11/2024,17:16:44,+918425937831,Correct
12/10/2024,11:10:01,+918425937872,@919766782676 tu aur busy
6/8/2024,04:44:14,+918425937846,Barobar na @918779139310
2/13/2024,23:14:02,+918425937828,jaa bhi nahi payega
2/6/2024,20:35:29,+918425937881,chal apna alag group banate
3/23/2024,12:06:30,+918425937849,Ha banne pe link de de
7/14/2024,12:21:48,+918425937878,Bhaii tu kaunsa 4 4 ladkiyo ko leke ghumra😂
8/24/2024,03:37:02,+918425937836,Ha 😂
9/24/2024,15:24:18,+918425937864,@Anshu rehta to baat alag hoti
1/3/2024,06:10:26,+918425937874,Wohi na😂
12/21/2024,03:47:36,+918425937844,Height toh dikhti hai nai
10/12/2024,18:16:30,+918425937811,Baate Oli rehti
8/12/2024,04:57:06,+918425937816,😂😂🤌
9/10/2024,18:19:20,+918425937830,Lmaooo 😂😂😂
5/4/2024,19:21:44,+918425937813,Single he hu (crying)
6/16/2024,12:41:07,+918425937835,Bhai sab samaj gaye
12/2/2024,13:18:23,+918425937874,Koi rahega toh kal aake batake jaigi 😂
7/19/2024,21:00:57,+918425937895,Tu bhi Confession pe likh
9/6/2024,04:53:51,+918425937820,Kal green pehenunga
8/9/2024,20:55:47,+918425937896,Gibran is not allowed 😂
6/29/2024,02:48:17,+918425937810,Only genuine girls 😂
3/11/2024,00:04:52,+918425937888,@919321522450
10/12/2024,14:54:53,+918425937843,bgmi?
5/4/2024,04:56:50,+918425937860,Aacha lode
12/27/2024,13:34:25,+918425937872,sirf dopahar ko Free Time milta Tab
8/4/2024,20:49:50,+918425937864,"Workshop ka fitting, carpentry and machinery ka write up hai kya kisike paas"
8/22/2024,20:39:45,+918425937855,Gnd fate toh fate Par nawabi Na hate
2/24/2024,17:01:41,+918425937824,Jalwa hai humara yaha 🤩
11/29/2024,00:07:24,+918425937839,Kya hai ye
2/27/2024,07:03:45,+918425937849,5th tutorial hai maths ka
10/20/2024,05:08:26,+918425937891,Vaishali mam ke maths ke sabhi tutorial ke questions h kisike paas?? <This message was edited>
2/15/2024,06:26:13,+918425937817,Mechanics ke practical ka writeup bhej do koi
3/2/2024,10:14:54,+918425937886,Guys end sem ke liye
7/21/2024,15:31:48,+918425937867,Mangke bhi kya faida nhi dene wale
9/29/2024,12:24:05,+918425937845,Sab puchenge toh shaayad dede
8/6/2024,22:54:51,+918425937826,Teacher itne acche hote to college ka nam kjshit nahi hota
2/21/2024,05:32:36,+918425937877,I was talking to the seniors Voh Sabko dete hai
10/18/2024,12:13:30,+918425937833,Har saal
12/16/2024,19:22:20,+918425937820,Chem ka to mil Gaya na already
10/9/2024,23:25:25,+918425937881,Maths ka bhi hai
10/18/2024,16:38:29,+918425937812,Ep ka bhi
4/10/2024,14:18:40,+918425937831,Huh
5/4/2024,03:07:10,+918425937823,Bacha mechanics aur bee
9/2/2024,11:53:07,+918425937822,Voh sab purane hai
1/24/2024,11:50:27,+918425937830,Naye waale
11/29/2024,16:46:44,+918425937861,Humko toh milta hai hehe
7/16/2024,16:53:39,+918425937844,He won’t ask the same questions he asked in the term test na
11/18/2024,02:44:37,+918425937850,PYQ aur QB me diff hota hai
12/16/2024,19:05:09,+918425937822,Send kar bhai
9/5/2024,15:53:33,+918425937881,Areeey 1 and 2 ka hai Usmein se toh kar
7/26/2024,00:29:47,+918425937857,"He can , depends on the teacher."
12/12/2024,02:05:41,+918425937835,Woh toh bheja hua haina
12/19/2024,22:19:40,+918425937830,Tu bhejne ka kaam kar na
8/1/2024,00:14:29,+918425937854,Koi brand new maang lo🙏🙏
6/16/2024,10:24:22,+918425937897,Bee ke sir ne bola jo tha Usmein se properly kiya toh 40 marks pakka
7/11/2024,12:42:27,+918425937817,Maine bheja hua hai usko already
11/19/2024,10:05:31,+918425937859,Humne konse paap kiye hai?
7/30/2024,20:41:37,+918425937863,Ladka janama tu
5/27/2024,10:49:22,+918425937834,List hai poori
1/4/2024,23:38:41,+918425937854,Voh paap hai?
2/23/2024,22:37:59,+918425937819,Janama kya hota hai 💀
10/9/2024,04:47:57,+918425937861,🤐
9/19/2024,06:10:39,+918425937857,जन्मा*
5/6/2024,17:18:23,+918425937835,Born gadhi
4/7/2024,20:22:13,+918425937849,Oh bhai
9/24/2024,09:10:52,+918425937825,Born likho na
1/28/2024,22:51:48,+918425937834,Aaj kal motivation nhi milra waise bhi
11/25/2024,00:35:01,+918425937897,😵‍💫
2/23/2024,00:20:14,+918425937830,Nai meri marzi
2/15/2024,01:11:22,+918425937819,Purane marks dekh le
3/6/2024,14:51:38,+918425937838,Padhai kar padhai
2/29/2024,14:25:51,+918425937823,Okiesh hai
10/11/2024,03:11:54,+918425937896,Apne aap aajayega
10/17/2024,04:35:38,+918425937889,Padhai ki baat nhi karra
5/10/2024,14:36:45,+918425937829,To purane chats*
10/19/2024,21:31:41,+918425937822,Padhai ke alawa bhi life hoti hai
7/16/2024,00:56:00,+918425937882,❤️‍🩹
2/5/2024,05:19:30,+918425937896,Teri padhai ke alawa hi life hai
5/8/2024,08:55:58,+918425937814,Voh sab nako
6/16/2024,18:49:33,+918425937858,Padhai aata hi nai hai teri life Mein
8/10/2024,06:35:27,+918425937814,Roo du kahi
3/5/2024,08:16:19,+918425937854,Usse achha bee padhle
6/26/2024,17:54:55,+918425937887,Ego problems hai usko meri galti nhi
3/21/2024,14:37:44,+918425937863,Maths and phy bekaar
9/14/2024,22:34:44,+918425937819,Baaki sab aata
7/15/2024,08:52:53,+918425937859,Koi sikhara toh batao 😭
2/29/2024,20:44:07,+918425937892,Avg topper rr
5/17/2024,00:29:47,+918425937817,Khush reh na aarha hai na baki sab
3/24/2024,18:45:00,+918425937822,Mech me full laake phy me fail hona
5/21/2024,09:48:13,+918425937862,Kt he hota hai
2/16/2024,17:55:05,+918425937873,sarcasm hai ki sach hua aaise tere sath <This message was edited>
5/23/2024,08:35:51,+918425937851,Pheku hai
